SGB19-MERGED-SGB450-MERGED-SGB685	Lactobacillus_gasseri	19
SGB459	Porphyromonas_bennonis	2
SGB357	Fusobacterium_nucleatum	1
SGB711	Tessaracoccus_sp	1
SGB161	Citrobacter_freundii	4
SGB160	Burkholderia_cenocepacia	15
SGB163	Bifidobacterium_adolescentis	45
SGB162	Sneathia_sanguinegens	1
SGB165	Streptococcus_mitis	10	Streptococcus_pseudopneumoniae	8
SGB164	Coprococcus_eutactus	2
SGB167	Acinetobacter_johnsonii	25
SGB166	Streptococcus_oralis	1
SGB168	Campylobacter_ureolyticus	7
SGB248	Alistipes_finegoldii	2	Alistipes_onderdonkii	4
SGB249	Corynebacterium_aurimucosum	1
SGB240	Prevotella_amnii	5
SGB241	Citrobacter_freundii	9	Citrobacter_amalonaticus	1
SGB242	Gardnerella_vaginalis	1
SGB243	Clostridium_ventriculi	5
SGB244	Bacteroides_plebeius	14
SGB245	Parabacteroides_johnsonii	5
SGB246	Neisseria_flavescens	6	Neisseria_meningitidis	7
SGB247	Enterobacter_cloacae	4
SGB567	Streptococcus_mitis	1
SGB566	Streptococcus_mitis	1
SGB648	Enterobacter_cloacae	3
SGB645	Olsenella	1
SGB641	Akkermansia_muciniphila	2
SGB642	Janibacter	1
SGB643	Haemophilus_influenzae	1	Haemophilus_haemolyticus	1
SGB425	Streptococcus_oralis	1
SGB426	Listeria_monocytogenes	1
SGB427	Streptococcus_acidominimus	3
SGB420	Haemophilus_parainfluenzae	4
SGB421	Bacillus_subtilis	1
SGB558	Mycoplasma_orale	2
SGB384	Prevotella_copri	1
SGB387	Tessaracoccus_sp	2
SGB428	Streptococcus_oralis	1
SGB383	Anaerococcus_vaginalis	1
SGB545	Olsenella	1
SGB544	Alistipes_putredinis	1
SGB540	Aerococcus_urinae	1
SGB52	Streptococcus_thermophilus	50
SGB53	Lactobacillus_delbrueckii	56
SGB50	Prevotella_bergensis	1
SGB51	Akkermansia_muciniphila	67
SGB56	Lactobacillus_reuteri	125
SGB57	Streptococcus_oralis	8
SGB55	Bacillus_subtilis	12
SGB569	Enterobacter_cloacae	1
SGB58	Prevotella_bivia	8
SGB59	UPEC	14
SGB568	Mycoplasma_penetrans	2
SGB491	Streptococcus_mitis	2
SGB490	Streptococcus_mitis	1	Streptococcus_pseudopneumoniae	1
SGB493	Lactobacillus_coleohominis	1
SGB492	Streptococcus_mitis	1
SGB494	Janibacter	1
SGB497	Pseudoglutamicibacter_albus	1
SGB496	Olsenella	3
SGB499	Olsenella	2
SGB498	Tessaracoccus_sp	1
SGB330	Olsenella	9
SGB332	Prevotella_copri	22
SGB334	Anaerococcus_lactolyticus	2
SGB335	Enterococcus_faecium	1
SGB337	Roseomonas_cervicalis	1
SGB339	Finegoldia_magna	3
SGB110-MERGED-SGB577	Anaerococcus_tetradius	2
SGB521	Klebsiella_pneumoniae	1
SGB208	Streptococcus_infantis	1	Streptococcus_oralis	1	Streptococcus_pseudopneumoniae	2
SGB209	Serratia_liquefaciens	15
SGB204	Enterobacter_cloacae	15
SGB205	Enterobacter_cloacae	5
SGB206	Providencia_rettgeri	6
SGB200	Megasphaera_sp	1
SGB201	Fusobacterium_nucleatum	11
SGB202	Fusobacterium_nucleatum	20
SGB203	Serratia_plymuthica	18
SGB118	Cutibacterium_acnes	175
SGB465-MERGED-SGB701	Peptoniphilus_urinimassiliensis	1
SGB729	Serratia_rubidaea	1
SGB723	Lactococcus_lactis	1
SGB722	Enterobacter_cloacae	1
SGB720	Olsenella	1
SGB727	Bacillus_subtilis	1
SGB724	Tessaracoccus_sp	1
SGB503	Prevotella_buccalis	2
SGB507	Peptoniphilus_harei	2
SGB506	Streptococcus_oralis	3
SGB504	CandidatusMycoplasma_girerdii	1
SGB509	Olsenella	1
SGB293	Megasphaera_sp	2
SGB292	Lautropia_mirabilis	2
SGB291	Olsenella	3
SGB290	Bacteroides_clarus	8	Bacteroides_stercoris	1
SGB295	Gordonibacter	1
SGB294	Coprobacter_fastidiosus	3
SGB522	Corynebacterium_pseudogenitalium	1	Corynebacterium_tuberculostearicum	1
SGB111	Bacillus_subtilis	10
SGB112	Listeria_monocytogenes	1	Enterococcus_faecalis	249	Enterococcus_faecium	1
SGB113	Ureaplasma_urealyticum	15
SGB114	Clostridium_perfringens	123
SGB299	Actinotignum_schaalii	1
SGB116	Serratia_rubidaea	6
SGB117	Megasphaera_sp	1
SGB298	Gardnerella_vaginalis	3
SGB616	Citrobacter_freundii	1
SGB615	Bacillus_subtilis	1
SGB598	Atopobium_parvulum	1
SGB599	Janibacter	2
SGB611	Aerococcus_urinae	2
