CM_G06_S815-bin_2-FINAL	MQ	58.28	0.09	0.00
JKR_P1_24_H03_S696_001-bin_1-FINAL	HQ	91.22	0.00	0.00
DZD_CM_20_S788-bin_1-FINAL	HQ	98.83	0.00	0.00
0422_293_1_1_MRS10_S408-bin_1-FINAL	HQ	90.58	0.09	0.00
0422_293_1_1_MRS7_S392-bin_2-FINAL	MQ	82.56	0.00	0.00
CM_A08_S825-bin_1-FINAL	LQ	4.17	4.17	0.00
0809_588_1_1_MRS3_S790-bin_1-FINAL	LQ	18.43	0.00	0.00
JKR_P1_53_E07_S725_001-bin_3-FINAL	LQ	0.00	0.00	0.00
0809_588_1_1_MRSI3_S806-bin_1-FINAL	HQ	99.63	0.00	0.00
JKR_P1_30_F04_S702_001-bin_1-FINAL	MQ	88.18	0.00	0.00
CM_H06_S816-bin_1-FINAL	LQ	41.38	0.00	0.00
SMB_15_G02_H09_S840_001-bin_1-FINAL	HQ	96.43	0.36	100.00
JKR_12_29_17_C02_S683-bin_1-FINAL	LQ	33.36	0.00	0.00
DZD_CM_27_S795-bin_1-FINAL	HQ	95.41	0.65	0.00
0795_578_1_1_BHK3_S905-bin_1-FINAL	LQ	44.77	0.27	100.00
0055_051_1_1_MRS13_S825-bin_1-FINAL	MQ	80.15	0.37	100.00
JKR_P1_11_C02_S683_001-bin_1-FINAL	HQ	91.07	0.08	100.00
0756_546_1_1_CBA2_S840-bin_1-FINAL	HQ	94.41	0.00	0.00
JKR_P1_33_A05_S705_001-bin_1-FINAL	MQ	87.50	0.00	0.00
CM_G05_S807-bin_1-FINAL	LQ	31.19	0.00	0.00
0861_630_1_1_MRS7_S852-bin_1-FINAL	HQ	92.98	1.27	25.00
0809_588_1_1_MRSI11_S851-bin_1-FINAL	HQ	94.21	0.83	0.00
JKR_P2_24_H03_S792_001-bin_1-FINAL	HQ	99.39	0.00	0.00
JKR_12_29_17_C06_S715-bin_1-FINAL	HQ	98.69	0.00	0.00
0421_295_1_2_MRS9_S796-bin_2-FINAL	LQ	0.00	0.00	0.00
Mitchell_12_29_17_A06_S617-bin_1-FINAL	HQ	97.51	0.63	0.00
JKR_P2_10_B02_S778_001-bin_1-FINAL	HQ	97.85	0.00	0.00
DZD_CM_19_S787-bin_1-FINAL	HQ	94.48	0.09	0.00
0861_630_1_1_MRSIHK3_S862-bin_3-FINAL	LQ	7.30	0.00	0.00
