Varibaculum_cambriense-SGB190	South_Africa	0
Varibaculum_cambriense-SGB190	ref	2034
Varibaculum_cambriense-SGB190	overlap	0
Varibaculum_cambriense-SGB190	other	0
Varibaculum_cambriense-SGB190	pangenome_size	3281
Varibaculum_cambriense-SGB190	North_America	1247
Lachnocurva_vaginae-SGB194-MERGED-SGB472	South_Africa	3493
Lachnocurva_vaginae-SGB194-MERGED-SGB472	ref	1524
Lachnocurva_vaginae-SGB194-MERGED-SGB472	overlap	420
Lachnocurva_vaginae-SGB194-MERGED-SGB472	other	0
Lachnocurva_vaginae-SGB194-MERGED-SGB472	pangenome_size	5865
Lachnocurva_vaginae-SGB194-MERGED-SGB472	North_America	428
Haemophilus_parainfluenzae-SGB30	South_Africa	0
Haemophilus_parainfluenzae-SGB30	ref	1876
Haemophilus_parainfluenzae-SGB30	overlap	0
Haemophilus_parainfluenzae-SGB30	other	0
Haemophilus_parainfluenzae-SGB30	pangenome_size	1876
Haemophilus_parainfluenzae-SGB30	North_America	0
Akkermansia_muciniphila-SGB51	South_Africa	0
Akkermansia_muciniphila-SGB51	ref	6720
Akkermansia_muciniphila-SGB51	overlap	0
Akkermansia_muciniphila-SGB51	other	0
Akkermansia_muciniphila-SGB51	pangenome_size	6720
Akkermansia_muciniphila-SGB51	North_America	0
Megasphaera_sp_NM10-SGB531	South_Africa	0
Megasphaera_sp_NM10-SGB531	ref	2493
Megasphaera_sp_NM10-SGB531	overlap	0
Megasphaera_sp_NM10-SGB531	other	0
Megasphaera_sp_NM10-SGB531	pangenome_size	2493
Megasphaera_sp_NM10-SGB531	North_America	0
Lactobacillus_gasseri-SGB91	South_Africa	53
Lactobacillus_gasseri-SGB91	ref	3597
Lactobacillus_gasseri-SGB91	overlap	18
Lactobacillus_gasseri-SGB91	other	0
Lactobacillus_gasseri-SGB91	pangenome_size	4399
Lactobacillus_gasseri-SGB91	North_America	731
Veillonella_parvula-SGB268	South_Africa	0
Veillonella_parvula-SGB268	ref	5418
Veillonella_parvula-SGB268	overlap	0
Veillonella_parvula-SGB268	other	0
Veillonella_parvula-SGB268	pangenome_size	5418
Veillonella_parvula-SGB268	North_America	0
Streptococcus_pseudopneumoniae-SGB214	South_Africa	0
Streptococcus_pseudopneumoniae-SGB214	ref	2092
Streptococcus_pseudopneumoniae-SGB214	overlap	0
Streptococcus_pseudopneumoniae-SGB214	other	0
Streptococcus_pseudopneumoniae-SGB214	pangenome_size	2092
Streptococcus_pseudopneumoniae-SGB214	North_America	0
Haemophilus_parainfluenzae-SGB420	South_Africa	0
Haemophilus_parainfluenzae-SGB420	ref	1990
Haemophilus_parainfluenzae-SGB420	overlap	0
Haemophilus_parainfluenzae-SGB420	other	0
Haemophilus_parainfluenzae-SGB420	pangenome_size	3013
Haemophilus_parainfluenzae-SGB420	North_America	1023
Lancefieldella_rimae-SGB346	South_Africa	0
Lancefieldella_rimae-SGB346	ref	0
Lancefieldella_rimae-SGB346	overlap	0
Lancefieldella_rimae-SGB346	other	0
Lancefieldella_rimae-SGB346	pangenome_size	1418
Lancefieldella_rimae-SGB346	North_America	1418
Bacteroides_ovatus-SGB23	South_Africa	0
Bacteroides_ovatus-SGB23	ref	21966
Bacteroides_ovatus-SGB23	overlap	0
Bacteroides_ovatus-SGB23	other	0
Bacteroides_ovatus-SGB23	pangenome_size	21966
Bacteroides_ovatus-SGB23	North_America	0
Burkholderia_seminalis-SGB407	South_Africa	0
Burkholderia_seminalis-SGB407	ref	7133
Burkholderia_seminalis-SGB407	overlap	0
Burkholderia_seminalis-SGB407	other	0
Burkholderia_seminalis-SGB407	pangenome_size	7133
Burkholderia_seminalis-SGB407	North_America	0
Enterobacter_nimipressuralis-SGB204	South_Africa	0
Enterobacter_nimipressuralis-SGB204	ref	14992
Enterobacter_nimipressuralis-SGB204	overlap	0
Enterobacter_nimipressuralis-SGB204	other	0
Enterobacter_nimipressuralis-SGB204	pangenome_size	14992
Enterobacter_nimipressuralis-SGB204	North_America	0
Rothia_mucilaginosa-SGB236	South_Africa	0
Rothia_mucilaginosa-SGB236	ref	1865
Rothia_mucilaginosa-SGB236	overlap	0
Rothia_mucilaginosa-SGB236	other	0
Rothia_mucilaginosa-SGB236	pangenome_size	1865
Rothia_mucilaginosa-SGB236	North_America	0
Porphyromonas_sp_HMSC065F10-SGB68	South_Africa	0
Porphyromonas_sp_HMSC065F10-SGB68	ref	0
Porphyromonas_sp_HMSC065F10-SGB68	overlap	0
Porphyromonas_sp_HMSC065F10-SGB68	other	0
Porphyromonas_sp_HMSC065F10-SGB68	pangenome_size	1793
Porphyromonas_sp_HMSC065F10-SGB68	North_America	1793
Citrobacter_werkmanii-SGB488	South_Africa	0
Citrobacter_werkmanii-SGB488	ref	4470
Citrobacter_werkmanii-SGB488	overlap	0
Citrobacter_werkmanii-SGB488	other	0
Citrobacter_werkmanii-SGB488	pangenome_size	4470
Citrobacter_werkmanii-SGB488	North_America	0
Faecalibacterium_prausnitzii-SGB639	South_Africa	0
Faecalibacterium_prausnitzii-SGB639	ref	2873
Faecalibacterium_prausnitzii-SGB639	overlap	0
Faecalibacterium_prausnitzii-SGB639	other	0
Faecalibacterium_prausnitzii-SGB639	pangenome_size	2873
Faecalibacterium_prausnitzii-SGB639	North_America	0
Varibaculum_cambriense-SGB610	South_Africa	0
Varibaculum_cambriense-SGB610	ref	2437
Varibaculum_cambriense-SGB610	overlap	0
Varibaculum_cambriense-SGB610	other	0
Varibaculum_cambriense-SGB610	pangenome_size	3028
Varibaculum_cambriense-SGB610	North_America	591
Ureaplasma_urealyticum-SGB113	South_Africa	0
Ureaplasma_urealyticum-SGB113	ref	1868
Ureaplasma_urealyticum-SGB113	overlap	0
Ureaplasma_urealyticum-SGB113	other	0
Ureaplasma_urealyticum-SGB113	pangenome_size	1921
Ureaplasma_urealyticum-SGB113	North_America	53
Prevotella_nanceiensis-SGB393	South_Africa	0
Prevotella_nanceiensis-SGB393	ref	2120
Prevotella_nanceiensis-SGB393	overlap	0
