E3_1733_1310_1_BDMRSCQ16_S154-bin_2-SPLIT-FINAL	MQ	88.90	2.76	9.09
E6_1456_1083_3_BDMRSCQ19_S136-bin_1-SPLIT-FINAL	MQ	71.93	1.90	14.29
F3_1503_1114_2_MRS7_S203-bin_1-SPLIT-FINAL	LQ	44.26	0.00	0.00
F1_1457_1080_3_CBA5_S253-bin_1-SPLIT-FINAL	MQ	72.73	0.00	0.00
F3_1503_1114_2_CBA9_S250-bin_2-SPLIT-FINAL	MQ	79.50	0.88	0.00
F3_1503_1114_2_CBA1_S207-bin_1-SPLIT-FINAL	LQ	20.35	0.00	0.00
F4_1630_1235_1_CBA6_S259-bin_1-SPLIT-FINAL	HQ	90.21	0.00	0.00
F2_1463_1084_3_CBA4_S277-bin_2-SPLIT-FINAL	MQ	56.19	1.06	0.00
E3_1733_1310_1_BDMRSCQ11_S166-bin_1-SPLIT-FINAL	HQ	97.83	1.09	50.00
F4_1630_1235_1_MRS7_S268-bin_1-SPLIT-FINAL	HQ	93.83	0.00	0.00
E7_1841_1391_1_BDMRSCQ8_S100-bin_1-SPLIT-FINAL	HQ	100.00	0.00	0.00
F3_1503_1114_2_MRS5_S195-bin_1-SPLIT-FINAL	HQ	91.55	0.00	0.00
E2_1697_1278_1_BDMRSCQ4_S190-bin_1-SPLIT-FINAL	LQ	34.15	0.00	0.00
E2_1697_1278_1_CBA2_S163-bin_1-SPLIT-FINAL	LQ	20.35	0.00	0.00
F1_1457_1080_3_CBA11_S257-bin_1-SPLIT-FINAL	HQ	91.67	1.60	40.00
E7_1841_1391_1_BDMRSCQ14_S176-bin_2-SPLIT-FINAL	MQ	67.40	0.00	0.00
E4_1683_1263_1_BDMRSCQ4_S126-bin_1-SPLIT-FINAL	HQ	99.24	0.00	0.00
F4_1630_1235_1_CBA12_S216-bin_1-SPLIT-FINAL	LQ	30.49	2.44	100.00
E3_1733_1310_1_BDMRSCQ4_S153-bin_3-SPLIT-FINAL	LQ	16.03	0.00	0.00
F4_1630_1235_1_MRS4_S260-bin_1-SPLIT-FINAL	HQ	92.04	1.73	33.33
F1_1457_1080_3_CBA12_S265-bin_1-SPLIT-FINAL	HQ	97.55	0.66	20.00
F4_1630_1235_1_CBA17_S212-bin_3-SPLIT-FINAL	LQ	4.17	0.00	0.00
E1_1694_1273_1_BDMRSCQ12_S162-bin_3-SPLIT-FINAL	LQ	39.66	0.00	0.00
E3_1733_1310_1_BDMRSCQ9_1_S112-bin_2-SPLIT-FINAL	MQ	61.19	0.00	0.00
F1_1457_1080_3_CBA3_S209-bin_2-SPLIT-FINAL	LQ	36.95	0.00	0.00
E3_1733_1310_1_BDMRSCQ9_1_S112-bin_1-SPLIT-FINAL	LQ	8.33	0.00	0.00
F1_1457_1080_3_MRS5_S194-bin_1-SPLIT-FINAL	HQ	97.40	0.35	0.00
E2_1697_1278_1_BDMRSCQ2_S191-bin_1-SPLIT-FINAL	MQ	51.72	0.00	0.00
E7_1841_1391_1_CBA1_S185-bin_1-SPLIT-FINAL	LQ	0.00	0.00	0.00
E1_1694_1273_1_CBA4_S134-bin_1-SPLIT-FINAL	LQ	41.07	0.00	0.00
F1_1457_1080_3_CBA4_S245-bin_1-SPLIT-FINAL	MQ	67.49	0.00	0.00
E1_1694_1273_1_CBA3_S122-bin_1-SPLIT-FINAL	HQ	100.00	0.00	0.00
F2_1463_1084_3_MRS1_S261-bin_2-SPLIT-FINAL	LQ	23.21	0.00	0.00
F3_1503_1114_2_CBA8_S242-bin_1-SPLIT-FINAL	MQ	84.46	0.00	0.00
F3_1503_1114_2_MRS1_S222-bin_1-SPLIT-FINAL	HQ	99.30	0.00	0.00
E4_1683_1263_1_BDMRSCQ1_S254-bin_1-SPLIT-FINAL	HQ	91.36	0.00	0.00
F3_1503_1114_2_CBA1_S207-bin_2-SPLIT-FINAL	LQ	34.73	0.00	0.00
F4_1630_1235_1_CBA5_S251-bin_1-SPLIT-FINAL	MQ	53.38	0.00	0.00
F4_1630_1235_1_MRS10_S276-bin_1-SPLIT-FINAL	LQ	4.17	0.00	0.00
F3_1503_1114_2_CBA5_S226-bin_1-SPLIT-FINAL	HQ	100.00	0.00	0.00
E4_1683_1263_1_BDMRSCQ10_S128-bin_1-SPLIT-FINAL	LQ	31.82	0.00	0.00
E2_1697_1278_1_BDMRSCQ8_S114-bin_1-SPLIT-FINAL	HQ	99.81	0.00	0.00
F4_1630_1235_1_CBA17_S212-bin_1-SPLIT-FINAL	LQ	17.83	0.00	0.00
F3_1503_1114_2_CBA9_S250-bin_1-SPLIT-FINAL	LQ	20.35	0.00	0.00
E2_1697_1278_1_CBA2_S163-bin_2-SPLIT-FINAL	MQ	79.50	0.00	0.00
E1_1694_1273_1_BDMRSCQ12_S162-bin_2-SPLIT-FINAL	LQ	27.03	0.00	0.00
F4_1630_1235_1_CBA16_S204-bin_2-SPLIT-FINAL	MQ	53.04	0.00	0.00
E4_1683_1263_1_BDMRSCQ7_1_S279-bin_1-SPLIT-FINAL	HQ	91.70	0.00	0.00
E4_1683_1263_1_BDMRSCQ5_S271-bin_1-SPLIT-FINAL	HQ	92.95	0.00	0.00
E3_1733_1310_1_BDMRSCQ4_S153-bin_2-SPLIT-FINAL	MQ	78.61	0.68	25.00
E2_1697_1278_1_BDMRSCQ10_S263-bin_1-SPLIT-FINAL	HQ	99.81	0.00	0.00
E5_1732_1307_1_BDMRSCQ5_S121-bin_1-SPLIT-FINAL	HQ	100.00	1.20	0.00
E5_1732_1307_1_BDMRSCQ11_S287-bin_1-SPLIT-FINAL	HQ	99.41	0.44	0.00
F1_1457_1080_3_MRS2_S221-bin_1-SPLIT-FINAL	HQ	99.30	0.00	0.00
E5_1732_1307_1_BDMRSCQ6_S164-bin_1-SPLIT-FINAL	LQ	49.34	0.00	0.00
F2_1463_1084_3_CBA4_S277-bin_3-SPLIT-FINAL	LQ	17.54	0.00	0.00
E7_1841_1391_1_BDMRSCQ2_S178-bin_1-SPLIT-FINAL	MQ	79.88	1.36	40.00
E7_1841_1391_1_BDMRSCQ15_S255-bin_1-SPLIT-FINAL	LQ	39.66	0.00	0.00
F1_1457_1080_3_CBA7_S225-bin_1-SPLIT-FINAL	HQ	95.95	0.62	0.00
E7_1841_1391_1_BDMRSCQ10_S180-bin_1-SPLIT-FINAL	MQ	52.82	0.48	20.00
F1_1457_1080_3_CBA5_S253-bin_2-SPLIT-FINAL	LQ	20.60	0.00	0.00
E7_1841_1391_1_BDMRSCQ5_S179-bin_1-SPLIT-FINAL	HQ	96.35	0.48	100.00
E2_1697_1278_1_CBA3_S152-bin_2-SPLIT-FINAL	LQ	20.35	0.00	0.00
F3_1503_1114_2_MRS2_S230-bin_1-SPLIT-FINAL	HQ	95.10	0.00	0.00
F1_1457_1080_3_CBA4_S245-bin_2-SPLIT-FINAL	LQ	27.59	0.00	0.00
